# Frequency (cm-1), IR Intensity (km/mol), Raman Intensity (A2/amu)
1.021255132533373171e+03,1.437752747324319458e+01,9.556474883003440723e-01
1.021625315801740044e+03,1.374503493231332385e+01,9.301678752134927564e-01
1.021995499070106803e+03,1.309450176193959337e+01,9.077297841025825376e-01
1.022365682338473675e+03,1.244313058731822963e+01,8.881318024321682714e-01
1.022735865606840548e+03,1.180444125818048917e+01,8.711966816817479087e-01
1.023106048875207307e+03,1.118836076827957626e+01,8.567701213476831557e-01
1.023476232143574180e+03,1.060162442802254290e+01,8.447189623476266673e-01
1.023846415411941052e+03,1.004832264765471628e+01,8.349288283076463646e-01
1.024216598680307925e+03,9.530474761360720137e+00,8.273011631303109903e-01
1.024586781948674798e+03,9.048558336609534791e+00,8.217495338142022376e-01
1.024956965217041670e+03,8.601959462163437209e+00,8.181949997260993257e-01
1.025327148485408316e+03,8.189334361408523222e+00,8.165603011368922637e-01
1.025697331753775188e+03,7.808887035796588272e+00,8.167626083322930830e-01
1.026067515022142061e+03,7.458574463748994354e+00,8.187046287468180417e-01
1.026437698290508933e+03,7.136252964751753858e+00,8.222640394668302433e-01
1.026807881558875806e+03,6.839778812749528036e+00,8.272815546349141513e-01
1.027178064827242679e+03,6.567074455373352215e+00,8.335485079180245949e-01
1.027548248095609324e+03,6.316169600654199634e+00,8.407956476727304063e-01
1.027918431363976197e+03,6.085224410457970912e+00,8.486858257022475982e-01
1.028288614632343069e+03,5.872540284974515856e+00,8.568141511872942040e-01
1.028658797900709942e+03,5.676562292176575930e+00,8.647194946631105994e-01
1.029028981169076815e+03,5.495876177422152509e+00,8.719103201984794715e-01
1.029399164437443687e+03,5.329202038764568883e+00,8.779051804763483569e-01
1.029769347705810560e+03,5.175386122566465019e+00,8.822839287721010448e-01
1.030139530974177205e+03,5.033391733762762499e+00,8.847409398913644862e-01
1.030509714242544078e+03,4.902289924539850574e+00,8.851285051331470033e-01
1.030879897510910951e+03,4.781250391139664657e+00,8.834791804465995657e-01
1.031250080779277823e+03,4.669532845151324274e+00,8.800008477645265836e-01
1.031620264047644696e+03,4.566479013471407278e+00,8.750458993920510187e-01
1.031990447316011569e+03,4.471505345532339248e+00,8.690629891417285258e-01
1.032360630584378214e+03,4.384096456750701698e+00,8.625433016999295432e-01
1.032730813852745086e+03,4.303799305688134957e+00,8.559724039089789960e-01
1.033100997121111959e+03,4.230218083587348410e+00,8.497947643604076839e-01
1.033471180389478832e+03,4.163009784772916611e+00,8.443932313433722969e-01
1.033841363657845704e+03,4.101880422089011269e+00,8.400819846772455968e-01
1.034211546926212577e+03,4.046581851094723348e+00,8.371094784591552873e-01
1.034581730194579222e+03,3.996909168762484033e+00,8.356674887918930095e-01
1.034951913462946095e+03,3.952698655935112271e+00,8.359029637351317321e-01
1.035322096731312968e+03,3.913826237077428161e+00,8.379303351075331197e-01
1.035692279999679840e+03,3.880206435361643003e+00,8.418428886788551502e-01
1.036062463268046713e+03,3.851791805396813206e+00,8.477225129771932544e-01
1.036432646536413586e+03,3.828572829507588260e+00,8.556476191992726799e-01
1.036802829804780458e+03,3.810578265895796513e+00,8.656992817912497751e-01
1.037173013073147104e+03,3.797875937662947621e+00,8.779657494523748218e-01
1.037543196341513976e+03,3.790573949706539381e+00,8.925454728521963199e-01
1.037913379609880849e+03,3.788822314786424617e+00,9.095487269056768964e-01
1.038283562878247722e+03,3.792814958993432128e+00,9.290977958557349314e-01
1.038653746146614594e+03,3.802792058213212645e+00,9.513255512702560868e-01
1.039023929414981467e+03,3.819042627866624517e+00,9.763720925183378974e-01
1.039394112683348112e+03,3.841907243961562468e+00,1.004378941285341664e+00
1.039764295951714985e+03,3.871780708508342439e+00,1.035480096048170040e+00
1.040134479220081857e+03,3.909114378855917060e+00,1.069789081737325898e+00
1.040504662488448730e+03,3.954417748289952961e+00,1.107381019858386217e+00
1.040874845756815603e+03,4.008258681257023781e+00,1.148268777215431635e+00
1.041245029025182475e+03,4.071261454869338436e+00,1.192372558623298051e+00
1.041615212293549121e+03,4.144101420567127825e+00,1.239483077228199059e+00
1.041985395561915993e+03,4.227494657281392065e+00,1.289219888589218321e+00
1.042355578830282866e+03,4.322180425781024127e+00,1.340988801945890430e+00
1.042725762098649739e+03,4.428893552433800451e+00,1.393945488610329075e+00
1.043095945367016611e+03,4.548323099348611898e+00,1.446976062709716793e+00
1.043466128635383484e+03,4.681052905841665002e+00,1.498708364900231738e+00
1.043836311903750357e+03,4.827479004930094852e+00,1.547567956351428853e+00
1.044206495172117002e+03,4.987698881573337850e+00,1.591888036693246411e+00
1.044576678440483875e+03,5.161368629018695309e+00,1.630071092141985423e+00
1.044946861708850747e+03,5.347527132373409486e+00,1.660783256863699320e+00
1.045317044977217620e+03,5.544392551344264675e+00,1.683145397589446590e+00
1.045687228245584492e+03,5.749146651304769762e+00,1.696876055799088290e+00
1.046057411513951365e+03,5.957737361819851252e+00,1.702347552563255428e+00
1.046427594782318010e+03,6.164747989080971102e+00,1.700538125124209765e+00
1.046797778050684883e+03,6.363398251638276548e+00,1.692891772881296220e+00
1.047167961319051756e+03,6.545749061057520635e+00,1.681121051009297984e+00
1.047538144587418628e+03,6.703167955783290388e+00,1.666997093250351725e+00
1.047908327855785501e+03,6.827065412405072919e+00,1.652164665857985160e+00
1.048278511124152374e+03,6.909834758200004146e+00,1.638004345252044747e+00
1.048648694392519019e+03,6.945840118432550447e+00,1.625547484719401803e+00
1.049018877660885892e+03,6.932236041715850838e+00,1.615438487456638761e+00
1.049389060929252764e+03,6.869408783279636665e+00,1.607934804881794522e+00
1.049759244197619637e+03,6.760916589959276912e+00,1.602936494004445267e+00
1.050129427465986510e+03,6.612945981166000742e+00,1.600041033914870292e+00
1.050499610734353382e+03,6.433433240785865870e+00,1.598622237885304553e+00
1.050869794002720255e+03,6.231069938202725922e+00,1.597932071199025250e+00
1.051239977271086900e+03,6.014399532820414507e+00,1.597220013820763951e+00
1.051610160539453773e+03,5.791141091953914355e+00,1.595857429798433591e+00
1.051980343807820645e+03,5.567787467805099588e+00,1.593447603991048567e+00
1.052350527076187518e+03,5.349453901120948096e+00,1.589900094722187074e+00
1.052720710344554391e+03,5.139914128752237410e+00,1.585453713669013887e+00
1.053090893612921263e+03,4.941752154393844521e+00,1.580644754655785134e+00
1.053461076881287909e+03,4.756567881748388515e+00,1.576231063755684447e+00
1.053831260149654781e+03,4.585192469615641642e+00,1.573092089907446756e+00
1.054201443418021654e+03,4.427886835762369522e+00,1.572126703048080998e+00
1.054571626686388527e+03,4.284510548376677441e+00,1.574165111901803193e+00
1.054941809954755399e+03,4.154657592313493630e+00,1.579902423969165692e+00
1.055311993223122272e+03,4.037760829986019928e+00,1.589853326992821447e+00
1.055682176491488917e+03,3.933169502411868024e+00,1.604322468619503450e+00
1.056052359759855790e+03,3.840204880681949984e+00,1.623383852559458163e+00
1.056422543028222663e+03,3.758198974283477156e+00,1.646864210726107336e+00
1.056792726296589535e+03,3.686520554177209252e+00,1.674328721625247596e+00
1.057162909564956408e+03,3.624591965378223701e+00,1.705071538696516731e+00
1.057533092833323281e+03,3.571899449052317266e+00,1.738117316540865653e+00
1.057903276101690153e+03,3.527999039803723758e+00,1.772242092913093980e+00
1.058273459370056798e+03,3.492519570526996464e+00,1.806021217281119640e+00
1.058643642638423671e+03,3.465163899565629091e+00,1.837907646719373789e+00
1.059013825906790544e+03,3.445709156470841528e+00,1.866336335707597049e+00
1.059384009175157416e+03,3.434006563754554264e+00,1.889842144481861608e+00
1.059754192443524289e+03,3.429981213744231372e+00,1.907173651717174678e+00
1.060124375711891162e+03,3.433632045185169179e+00,1.917386596372615992e+00
1.060494558980257807e+03,3.445032159169336694e+00,1.919907906284696208e+00
1.060864742248624680e+03,3.464329525800471821e+00,1.914569808188495648e+00
1.061234925516991552e+03,3.491748050456848773e+00,1.901617831457650176e+00
1.061605108785358425e+03,3.527588880699999319e+00,1.881694817706258460e+00
1.061975292053725298e+03,3.572231730420988072e+00,1.855798968512657465e+00
1.062345475322092170e+03,3.626135863968891204e+00,1.825213283666244024e+00
1.062715658590458816e+03,3.689840204825795222e+00,1.791409057978284425e+00
1.063085841858825688e+03,3.763961793115798038e+00,1.755934565710308481e+00
1.063456025127192561e+03,3.849191493117411156e+00,1.720306049293885531e+00
1.063826208395559433e+03,3.946285423135946324e+00,1.685917888372241435e+00
1.064196391663926306e+03,4.056050023478881883e+00,1.653982814841143734e+00
1.064566574932293179e+03,4.179317979057598720e+00,1.625504708807776533e+00
1.064936758200659824e+03,4.316911376607334816e+00,1.601279487059465323e+00
1.065306941469026697e+03,4.469587550907483831e+00,1.581915767876292067e+00
1.065677124737393569e+03,4.637962188307651168e+00,1.567866322489037900e+00
1.066047308005760442e+03,4.822403674381024352e+00,1.559462690673487417e+00
1.066417491274127315e+03,5.022892871085709032e+00,1.556947489302097587e+00
1.066787674542494187e+03,5.238844250939650671e+00,1.560500987723671962e+00
1.067157857810861060e+03,5.468888690943900954e+00,1.570260033040184577e+00
1.067528041079227705e+03,5.710626557849779239e+00,1.586328294923176729e+00
1.067898224347594578e+03,5.960373165019110075e+00,1.608777163400711752e+00
1.068268407615961451e+03,6.212937393618074289e+00,1.637636649444339731e+00
1.068638590884328323e+03,6.461495929709202279e+00,1.672875507603351020e+00
1.069008774152695196e+03,6.697643706834789157e+00,1.714369743279882119e+00
1.069378957421062069e+03,6.911704357862046955e+00,1.761858945624597439e+00
1.069749140689428714e+03,7.093358622464866592e+00,1.814890821932254372e+00
1.070119323957795586e+03,7.232583949901962406e+00,1.872756272987660120e+00
1.070489507226162459e+03,7.320800676706118004e+00,1.934420681195496927e+00
1.070859690494529332e+03,7.352018708269794089e+00,1.998461884211378603e+00
1.071229873762896204e+03,7.323721816085202896e+00,2.063031069475821155e+00
1.071600057031263077e+03,7.237257110865108700e+00,2.125857978497168954e+00
1.071970240299629722e+03,7.097620259519352715e+00,2.184323443109952745e+00
1.072340423567996595e+03,6.912697235772159665e+00,2.235616579942256710e+00
1.072710606836363468e+03,6.692167131430625915e+00,2.276977960950616442e+00
1.073080790104730340e+03,6.446330187688043445e+00,2.306004522404183632e+00
1.073450973373097213e+03,6.185090916419409446e+00,2.320963930132743158e+00
1.073821156641464086e+03,5.917232561026806614e+00,2.321048208167798776e+00
1.074191339909830958e+03,5.650016030380367482e+00,2.306500949230210651e+00
1.074561523178197604e+03,5.389060329031288177e+00,2.278582625344348411e+00
1.074931706446564476e+03,5.138424691573785452e+00,2.239383925877202586e+00
1.075301889714931349e+03,4.900808693456760068e+00,2.191538124738753979e+00
1.075672072983298222e+03,4.677801719589807838e+00,2.137903313527636850e+00
1.076042256251665094e+03,4.470134685341313308e+00,2.081279278592731874e+00
1.076412439520031967e+03,4.277906886597234504e+00,2.024199903031276282e+00
1.076782622788398612e+03,4.100775926226322809e+00,1.968813687038564408e+00
1.077152806056765485e+03,3.938108411563483457e+00,1.916842990790966983e+00
1.077522989325132357e+03,3.789094521313367547e+00,1.869601144279811056e+00
1.077893172593499230e+03,3.652831933665272590e+00,1.828044432329319902e+00
1.078263355861866103e+03,3.528385167794847899e+00,1.792839514443680615e+00
1.078633539130232975e+03,3.414825978099176318e+00,1.764432520007185312e+00
1.079003722398599621e+03,3.311259607809408312e+00,1.743111524123161615e+00
1.079373905666966493e+03,3.216840775152681520e+00,1.729058285661652983e+00
1.079744088935333366e+03,3.130782393382345319e+00,1.722387813361527353e+00
1.080114272203700239e+03,3.052359283258441192e+00,1.723175744128861542e+00
1.080484455472067111e+03,2.980908538228693061e+00,1.731474024449052962e+00
1.080854638740433984e+03,2.915827738380693201e+00,1.747315313335106923e+00
1.081224822008800857e+03,2.856571858825506460e+00,1.770706137751412168e+00
1.081595005277167502e+03,2.802649459130462706e+00,1.801608337017794437e+00
1.081965188545534374e+03,2.753618552162726552e+00,1.839907920763941718e+00
1.082335371813901247e+03,2.709082415909553454e+00,1.885370352386990245e+00
1.082705555082268120e+03,2.668685516656540635e+00,1.937581742671342422e+00
1.083075738350634992e+03,2.632109645639556739e+00,1.995876871478595271e+00
1.083445921619001865e+03,2.599070325866869258e+00,2.059257779031222757e+00
1.083816104887368510e+03,2.569313515258483616e+00,2.126311224560659685e+00
1.084186288155735383e+03,2.542612612194797617e+00,2.195139543949172989e+00
1.084556471424102256e+03,2.518765756843154957e+00,2.263326405400356567e+00
1.084926654692469128e+03,2.497593413968683951e+00,2.327964297029885277e+00
1.085296837960836001e+03,2.478936218723728491e+00,2.385770347314359441e+00
1.085667021229202874e+03,2.462653065007744502e+00,2.433306717377772266e+00
1.086037204497569519e+03,2.448619415601322125e+00,2.467298710074323331e+00
1.086407387765936392e+03,2.436725813850928013e+00,2.485010930047067745e+00
1.086777571034303264e+03,2.426876577836153626e+00,2.484610172970175945e+00
1.087147754302670137e+03,2.418988659431264843e+00,2.465429245869737773e+00
1.087517937571037010e+03,2.412990652308160122e+00,2.428061100035058484e+00
1.087888120839403655e+03,2.408821934606646842e+00,2.374256496824883822e+00
1.088258304107770527e+03,2.406431933651915767e+00,2.306653889572059413e+00
1.088628487376137400e+03,2.405779501687420385e+00,2.228413228238729449e+00
1.088998670644504273e+03,2.406832393093043088e+00,2.142839426382380452e+00
1.089368853912871145e+03,2.409566834965598758e+00,2.053065871235921769e+00
1.089739037181238018e+03,2.413967184251654352e+00,1.961836400463158325e+00
1.090109220449604663e+03,2.420025665848092089e+00,1.871391575112686390e+00
1.090479403717971536e+03,2.427742187233033810e+00,1.783442446723314090e+00
1.090849586986338409e+03,2.437124226271041749e+00,1.699205104909691899e+00
1.091219770254705281e+03,2.448186789865111290e+00,1.619469367205868426e+00
1.091589953523072154e+03,2.460952442117851913e+00,1.544680465220917398e+00
1.091960136791439027e+03,2.475451401630157644e+00,1.475019607687229284e+00
1.092330320059805899e+03,2.491721708522531387e+00,1.410475558266426122e+00
1.092700503328172545e+03,2.509809462727361051e+00,1.350903957397202149e+00
1.093070686596539417e+03,2.529769136085760817e+00,1.296074015899691290e+00
1.093440869864906290e+03,2.551663961806049929e+00,1.245703768351717144e+00
1.093811053133273163e+03,2.575566405920563628e+00,1.199485727841675509e+00
1.094181236401640035e+03,2.601558726529821453e+00,1.157104896744432621e+00
1.094551419670006908e+03,2.629733627868495738e+00,1.118250921805066023e+00
1.094921602938373553e+03,2.660195017585424981e+00,1.082625901031799565e+00
1.095291786206740426e+03,2.693058877122121775e+00,1.049949048072599256e+00
1.095661969475107298e+03,2.728454256722585569e+00,1.019959143205522833e+00
1.096032152743474171e+03,2.766524408437516680e+00,9.924154670841262016e-01
1.096402336011841044e+03,2.807428072519987161e+00,9.670977270484154564e-01
1.096772519280207916e+03,2.851340934874601274e+00,9.438053420019022477e-01
1.097142702548574562e+03,2.898457275739818595e+00,9.223563437155085643e-01
1.097512885816941434e+03,2.948991832575049710e+00,9.025860727262747796e-01
1.097883069085308307e+03,3.003181903203790526e+00,8.843457892384499752e-01
1.098253252353675180e+03,3.061289718638667168e+00,8.675012781778607129e-01
1.098623435622042052e+03,3.123605118668278280e+00,8.519314984899177823e-01
1.098993618890408925e+03,3.190448567185941275e+00,8.375273065920737503e-01
1.099363802158775798e+03,3.262174548307612554e+00,8.241902701028804845e-01
1.099733985427142443e+03,3.339175388428206048e+00,8.118315787297205599e-01
